ROATE,60.42462203023758
TIARE,60.93347732181425
RAISE,61.00086393088553
RAILE,61.33088552915767
SOARE,62.30107991360691
ARISE,63.72570194384449
IRATE,63.7792656587473
ORATE,63.89071274298056
ARIEL,65.28768898488121
AROSE,66.02116630669546
TARSE,66.04449244060476
RAINE,67.0561555075594
ARTEL,67.49589632829374
TALER,67.73693304535637
RANSE,68.42980561555076
SATER,68.94470842332613
OLATE,69.6876889848812
RATEL,69.84319654427645
AESIR,69.8829373650108
ARLES,69.89071274298057
REALO,69.94773218142548
ALTER,69.99179265658748
SANER,70.12570194384449
LATER,70.22332613390928
SNARE,71.09762419006479
OATER,71.24535637149027
SALET,71.27213822894169
TASER,71.27645788336933
STARE,71.29460043196545
TARES,71.54341252699784
SLATE,71.57278617710583
ALERT,71.59870410367171
REAIS,71.61079913606912
SERIA,71.72829373650109
LARES,71.74470842332613
REAST,71.76544276457884
STRAE,71.84578833693304
LASER,72.12224622030237
SAINE,72.59222462203024
RALES,72.80215982721383
URATE,72.82980561555075
CRATE,72.89978401727862
SERAI,72.92138228941684
TOILE,73.0414686825054
SERAL,73.07861771058316
RATES,73.32742980561555
CARTE,73.5157667386609
ALOSE,73.63066954643628
ANTRE,73.94341252699785
SLANE,73.98574514038877
TRACE,74.02030237580993
COATE,74.50669546436285
CARLE,74.68034557235421
CARSE,74.83239740820734
STOAE,74.8963282937365
REALS,74.93952483801296
TERAI,75.1425485961123
AEROS,75.20215982721382
LIANE,75.27386609071274
RANES,75.31965442764579
TEARS,75.44751619870411
CARET,75.59956803455724
STALE,75.60388768898488
ALURE,75.67732181425485
SACRE,75.90280777537797
SLIER,75.94946004319654
RESAT,76.03153347732182
SOREL,76.0842332613391
TALES,76.1611231101512
NARES,76.16630669546436
AISLE,76.18876889848812
LITRE,76.32267818574515
SAICE,76.51792656587473
LEARN,76.64060475161988
EARNT,76.76501079913606
ORIEL,76.76846652267818
EARST,76.81166306695464
LEARS,76.82894168466522
PAIRE,76.87041036717062
REOIL,77.00950323974082
ALONE,77.16328293736501
TERAS,77.20820734341252
URASE,77.23066954643629
LEANT,77.26004319654427
ALOES,77.355939524838
TORSE,77.95550755939524
ASTER,78.08509719222462
ARETS,78.16025917926567
LEAST,78.18963282937365
SOLER,78.25529157667387
REANS,78.29244060475162
RETIA,78.54816414686825
LATEN,78.57840172786177
SILER,78.6682505399568
ANOLE,78.68120950323974
CRANE,78.74168466522679
CARNE,78.76155507559395
TRONE,78.82116630669546
LAERS,78.87645788336933
EARLS,78.92829373650108
STEAR,78.94989200863931
ATONE,78.95939524838013
AYRIE,78.98790496760259
TRAIL,79.44751619870411
STANE,79.75680345572354
REACT,79.83023758099353
HAOLE,79.94946004319654
TEALS,79.97105831533477
MAIRE,79.97537796976242
TOISE,80.07213822894168
TILER,80.31144708423327
NOIRE,80.36414686825054
NEARS,80.58358531317495
NERAL,80.59308855291577
ALINE,80.61641468682505
RIONE,80.62419006479482
SCARE,80.68034557235421
URSAE,80.807343412527
CATER,80.82030237580993
TRADE,80.93174946004319
SCRAE,80.97494600431965
CASER,81.06393088552916
RENAL,81.15809935205183
SAYER,81.21511879049676
STORE,81.2194384449244
LIART,81.25226781857451
STIRE,81.33002159827214
SARED,81.40863930885529
URAEI,81.42246220302376
PRATE,81.50021598272139
OATEN,81.53995680345572
TRIES,81.5537796976242
NEATO,81.60215982721382
NORIE,81.62721382289416
RONTE,81.66436285097193
CARES,81.80345572354211
TRINE,81.88898488120951
RAYLE,81.98228941684665
LANES,82.17580993520518
ANILE,82.20172786177106
RANCE,82.26565874730022
SETAL,82.37796976241901
ROSET,82.43239740820735
EARNS,82.49892008639308
PARTE,82.51792656587473
ARSEY,82.53866090712744
PARLE,82.56889848812095
RELIT,82.57753779697624
SNORE,82.60259179265658
LEATS,82.61641468682505
TRAPE,82.66997840172786
SOLAR,82.83326133909287
ANISE,82.91187904967603
TRIAL,82.94211663066955
REIST,82.99913606911447
LOSER,83.16414686825054
ORLES,83.20475161987041
LORES,83.23844492440605
TOLAR,83.2755939524838
ROAST,83.355939524838
LITER,83.48725701943845
ALIEN,83.59697624190065
IRONE,83.60302375809935
AURES,83.64535637149028
ROLES,83.72051835853132
LACET,83.72138228941685
TEARY,83.76544276457884
RAYNE,83.77580993520519
OILER,84.05917926565874
SENOR,84.1317494600432
NACRE,84.22764578833693
SIREN,84.2976241900648
SAUTE,84.33736501079913
SALUE,84.34082073434125
NAIEO,84.35032397408207
TIRES,84.38574514038876
RILES,84.4781857451404
TELIA,84.53002159827214
STOLE,84.5317494600432
SERAC,84.5792656587473
GRATE,84.58099352051836
RESOL,84.6414686825054
RATHE,84.78228941684665
TAELS,84.78574514038877
NATES,84.79611231101512
HALER,84.90151187904968
TORES,84.90928725701944
TOEAS,84.98012958963282
RINSE,85.01123110151188
TARED,85.05701943844493
RACES,85.08207343412526
TESLA,85.15205183585313
ROULE,85.16501079913607
PORAE,85.27127429805616
DEAIR,85.33866090712743
AEONS,85.3464362850972
ORALS,85.3792656587473
CASTE,85.40777537796976
IRADE,85.42937365010799
SHARE,85.47170626349892
RIATO,85.4829373650108
LEIRS,85.50453563714903
SARGE,85.5157667386609
LACER,85.55637149028078
ARIOT,85.68596112311015
SITAR,85.7818574514039
ORANT,85.84406047516198
SORAL,85.8622030237581
SOLEI,85.89416846652267
LEANS,85.98401727861771
SLART,85.9952483801296
LARNT,86.03326133909287
TRICE,86.05053995680346
CRISE,86.05313174946005
SERIN,86.11533477321814
LOURE,86.12224622030237
RAMIE,86.16889848812094
ARILS,86.21727861771058
TOLES,86.23714902807775
OILET,86.36069114470843
URITE,86.39438444924406
MARLE,86.43239740820735
ROTES,86.4634989200864
PEART,86.6829373650108
TENOR,86.75464362850973
UREAL,86.76241900647948
TARGE,86.76501079913606
NITRE,86.82289416846652
CANOE,86.83239740820734
RESIT,87.00777537796976
PARSE,87.01295896328294
AIERY,87.03542116630669
THRAE,87.05961123110151
ROUTE,87.10107991360691
CANER,87.12008639308856
RUOTE,87.12699784017279
NEALS,87.16933045356372
STAIR,87.24449244060474
DARES,87.37580993520518
SCALE,87.42850971922246
AREIC,87.44924406047517
TINEA,87.77062634989201
TONER,87.7818574514039
RITES,87.79481641468682
RAILS,87.79568034557235
LAYER,87.82764578833694
SERON,87.85442764578833
SONAR,87.86306695464363
HATER,87.95291576673866
THALE,87.99870410367171
HARES,88.04190064794817
AHOLE,88.10755939524839
AUREI,88.12742980561555
LAIRS,88.14470842332614
MARSE,88.19481641468683
DATER,88.20777537796977
RELOS,88.23628509719222
CLEAR,88.27861771058315
ACRES,88.29676025917927
FAIRE,88.31576673866091
CERIA,88.36241900647948
NEATS,88.3987041036717
RIELS,88.49114470842332
SARIN,88.50928725701944
GLARE,88.54902807775377
NEROL,88.57494600431966
SATED,88.63887688984882
SAGER,88.64060475161988
ARSED,88.6414686825054
NEOSA,88.65788336933045
RATED,88.66393088552915
AYRES,88.66479481641468
RASED,88.72354211663067
ACOEL,88.73390928725702
ADRET,88.73736501079914
ROTAL,88.7451403887689
TRAIN,88.76933045356371
PRASE,88.88682505399568
OSIER,88.89805615550756
RIALS,88.92138228941684
RIANT,88.92224622030237
LOTES,88.95161987041037
LEARY,88.97753779697624
CORSE,88.98444924406047
ANTES,88.99049676025918
ADORE,89.04319654427646
LONER,89.04665226781857
NAICE,89.08207343412526
HEART,89.1425485961123
RAITS,89.27300215982721
LARIS,89.27645788336933
PLATE,89.29114470842333
STILE,89.3170626349892
DERAT,89.36803455723542
LAIDE,89.4120950323974
TAPER,89.41727861771058
LIERS,89.42591792656587
